source;id;intitule;url;date_publication;date_expiration;entreprise;entreprise_url;entreprise_logo;siret;entreprise_description;site_web_entreprise;linkedin_entreprise;twitter_entreprise;facebook_entreprise;annee_creation_entreprise;chiffre_affaires_entreprise;taille_entreprise;effectif_entreprise;dirigeant_nom;dirigeant_titre;dirigeant_linkedin;contact_nom;contact_telephone;contact_email;contact_linkedin;ville;region;code_postal;pays;lien_maps;lien_recherche_dirigeant;secteur;domaine;type_contrat;type_contrat_libelle;teletravail;salaire_libelle;salaire_min;salaire_max;salaire_devise;salaire_periode;experience;formation;competences;qualifications;mots_cles_recherche;description;code_naf;commune_insee;latitude;longitude;duree_travail;duree_travail_convertie;temps_plein;nombre_postes;accessibilite_emploi;salaire_complement1;salaire_complement2;salaire_commentaire;experience_commentaire;langues;permis;qualites_professionnelles;date_actualisation;partenaires_diffusion;contact_coordonnees1;contact_coordonnees2;contact_coordonnees3;contact_url_recrutement;contact_url_postuler;contact_commentaire;secteur_entreprise
France Travail;4658619;Employé SAV H/F;https://candidat.francetravail.fr/offres/recherche/detail/4658619;2026-07-07T14:35:17.000Z;;EXPRESSO SERVICE;;;;;;;;;;;;;;;;;;;;Chambray-lès-Tours;;37170;;https://www.google.com/maps/search/?api=1&query=EXPRESSO%20SERVICE%20Chambray-l%C3%A8s-Tours;https://www.google.com/search?q=EXPRESSO%20SERVICE%20Chambray-l%C3%A8s-Tours%20dirigeant;Transformation du thé et du café;Employé qualifié;CDI;CDI;;;;;;;1 An(s);;;;;Parmi nos 7 agences régionales, l'agence Centre Bretagne recherche un Employé SAV (H/F) en CDI au sein de notre agence à Chambray les Tours.  Vos missions principales sont les suivantes : - Réparer et entretenir les petits matériels de caféterie en atelier - Préparer et configurer du matériel neuf en fonction des installations prévues chez les clients - Rénover le gros matériel de caféterie traditionnel, à dosette et tout automatique - Remplacer ses collègues en leur absence - Respecter les normes d'hygiène, de sécurité et les conditions de stockage des marchandises - Contribuer à son niveau à la démarche RSE de l'entreprise  Lors de votre intégration au sein d'Expresso Service vous bénéficierez d'un accompagnement et de formations spécifiques à notre matériel.  Notre équipe de formation i;10;37050;47.339189;0.713968;"
Travail en journée";;;1;;;;;;;;;2026-07-07T14:35:17.000Z;TALENTPLUG http://app.mytalentplug.com/redirection.aspx?ojid=pJAUg3f3YofhoWxAYN+rJQ==;;;;;;;
France Travail;3265030;Feuillette - Boulanger / Boulangère (H/F);https://candidat.francetravail.fr/offres/recherche/detail/3265030;2026-06-01T21:20:39.000Z;;;;;;""" Plus qu'une Boulangerie ! "" Créée en 2009 par deux anciens pâtissiers, FEUILLETTE est une boulangerie-pâtisserie qui allie esthétisme et tradition pour fabriquer des produits originaux et de qualité. Dès son ouverture la boulangerie FEUILLETTE se fait connaître pour son salon de thé, sa terrasse et la qualité de ses produits. Ouverte 7 jours sur 7, la boulangerie devient un incontournable dans l";;;;;;;;;;;;;;;;Joué-lès-Tours;;37300;;;;Boulangerie et boulangerie-pâtisserie;;CDI;CDI;;Mensuel de 1867.05 Euros à 1904.98 Euros sur 12.0 mois;;;;;2 An(s);;;;;Pétrir et façonner avec précision : baguettes dorées, pains spéciaux, viennoiseries et brioches doivent répondre à nos standards de qualité élevés. Maîtriser chaque étape de la cuisson : de la croûte parfaite à une mie d’exception, la régularité est essentielle. Garantir une hygiène irréprochable : respecter strictement les normes HACCP pour assurer une qualité constante et sans compromis. Mais aussi Assurer la relance de produits tout au long de la journée Participer à la mise en place des produits en boutique Respect de la rotation des matières premières Vous êtes passionné par le métier, avec un véritable sens du détail et de la précision. Vous disposez d’une expérience en boulangerie ou faites preuve d’une forte capacité d’apprentissage et de progression. L’esprit d’équipe fait partie ;10;37122;47.351465;0.662315;"
Travail en journée";;;1;;;;;;;;;2026-06-01T21:20:39.000Z;DIGITALRECRUITERS https://recrutement.feuillette.fr/fr/annonce/4421353-boulanger-hf-37300-joue-les-tours?s_o=France+Travail&s_b=DigitalRecruiters;;;;;;;
France Travail;208SYWC;Ouvrier / Ouvrière de chai (H/F);https://candidat.francetravail.fr/offres/recherche/detail/208SYWC;2026-05-26T15:39:49.589Z;;MAISON MIRAULT;;;;;;;;;;;;;;;;Agence France Travail TOURS RONSARD;;;;VOUVRAY;;37210;;https://www.google.com/maps/search/?api=1&query=MAISON%20MIRAULT%20VOUVRAY;https://www.google.com/search?q=MAISON%20MIRAULT%20VOUVRAY%20dirigeant;Fabrication de vins effervescents;Ouvrier spécialisé;CDI;CDI;;Mensuel de 2100.00 Euros à 2500.00 Euros sur 12 mois;;;;;Débutant accepté;Bac ou équivalent;"Viticulture (S); Effectuer et suivre les étapes d'élaboration d'un alcool (S); Relever, contrôler, ajuster des mesures et dosages (S); Ajuster le dosage des ingrédients d'un alcool (S); Conduire et contrôler un procédé de fermentation (S); Soutirer un produit après fermentation (S); Transformer une matière première (S); Utiliser un outil, une machine, un équipement, une installation (S); Utiliser et régler des machines ou équipements agroalimentaires (S); Entretenir un équipement, une machine, une installation (S); Entretenir, nettoyer un espace, un lieu, un local (S); Contrôler les conditions de stockage des produits (S); Conditionner des produits avant une opération de fermentation (S); Respect des procédures (S)";;;Description du poste La Maison Mirault recrute un ouvrier spécialisé pour des travaux liés au conditionnement (tirage, dégorgement, voire d'embouteillage selon capacité). Poste H/F basé à Vouvray. Prestataire de service auprès de vignerons, l'entreprise est spécialisée dans la filtration, l'embouteillage des vins tranquilles et effervescents.   Rattaché(e) au gérant de l'entreprise, vous intervenez dans notre cave et chez des clients vignerons dans le l'Indre et Loire principalement (rayon de 1h00 autour de Vouvray). A partir des plannings établis, vos missions sont les suivantes : -         Conduire un véhicule pour installer notre matériel chez les vignerons en vue de réaliser diverses opérations liées au conditionnement. -         Mettre en service les matériels chez nos clients vignero;11;37281;47.412066;0.799297;"39H/semaine
Travail en journée";Temps plein;;1;False;;;selon expérience ;;;B - Véhicule léger, EB - Véhicule léger + remorque;Faire preuve de rigueur et de précision, Faire preuve d'autonomie, Faire preuve de sens des responsabilités;2026-07-06T15:36:53.300Z;;106 RUE RONSARD;37000 Tours;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/208SYWC;;;;
France Travail;210VYYK;Commercial Terrain (H/F) -37;https://candidat.francetravail.fr/offres/recherche/detail/210VYYK;2026-07-07T10:07:56.214Z;;ATELIER DE L'OUEST;;;;;;;;;;;;;;;;ATELIER DE L'OUEST - M. Vincent GIRARD;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210VYYK;;Tours;;37000;;https://www.google.com/maps/search/?api=1&query=ATELIER%20DE%20L%27OUEST%20Tours;https://www.google.com/search?q=ATELIER%20DE%20L%27OUEST%20Tours%20dirigeant;Fabrication d'articles textiles, sauf habillement;Employé non qualifié;CDI;CDI;;Mensuel de 2000.0 Euros sur 12 mois;;;;;1 An(s) - sur un poste de commercial ;Bac+2 ou équivalents Commerce;"Méthodologies de prospection (S); Recueillir et analyser les besoins client (S); Planifier et exécuter des plans de prospection commerciale (S); Présenter et valoriser un produit ou un service (S); Conseiller, accompagner une personne (S)";;;Spécialiste dans l'amélioration de l'habitat et dans la fabrication de stores, de volets, de pergolas et de fenêtres, LINCONYL recrute pour renforcer ses équipes et poursuivre son développement sur le département de l'Indre et Loir  Dynamique, persuasif(ve), vous avez le goût de l'effort et du challenge !  Votre tempérament, votre envie de réussir et votre expérience professionnelle seront privilégiés à vos diplômes éventuels même si une formation commerciale minimum BAC +2 sur les techniques de vente est appréciée.  Vous êtes organisé(e), rigoureux(se), autonome, vous savez collaborer avec des services internes et vous êtes sensibles à la qualité et la satisfaction client.  Vous avez une bonne maîtrise des CRM et du Pack Office, notamment Excel  VOS MISSIONS :  Après une solide formation ;13;37261;47.365453;0.70674;"35H/semaine
Travail en journée";Temps plein;;1;False;Primes;Véhicule;;sur un poste de commercial ;;B - Véhicule léger;;2026-07-07T10:07:56.214Z;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210VYYK;;;;;;
France Travail;210LDJK;Repasseur/Repasseuse (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210LDJK;2026-06-29T10:21:25.111Z;;FEMILUX;;;;"C'est a Brulon (72350), charmante commune situee  15 km de Sable-sur-Sarthe et  30 km du Mans, que les ateliers FEMILUX, sous-traitants en confection pret-a-porter feminin et maroquinerie, font rimer savoir-faire, gestes artisanaux et techniques pour se mettre au service de maisons de luxe francaises.
";;;;;;;;;;;;FEMILUX - Mme Nathalie MARTIN;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210LDJK;;Rochecorbon;;37210;;https://www.google.com/maps/search/?api=1&query=FEMILUX%20Rochecorbon;https://www.google.com/search?q=FEMILUX%20Rochecorbon%20dirigeant;Fabrication de vêtements de dessus;Ouvrier spécialisé;CDI;CDI;;Mensuel de 1873.0 Euros sur 12 mois;;;;;4 An(s);"CAP, BEP et équivalents; CAP, BEP et équivalents";"Préparer un article en vue du repassage (S); Repasser du textile (vêtements, linge) (S)";;;Dans le cadre du développement de notre atelier de confection de luxe, nous recherchons un(e) Repasseur(se) passionné(e) par la qualité et le travail bien fait.  Au sein d'un univers où chaque détail compte, vous interviendrez sur les étapes encours & finales de fabrication de vêtements d'exception, contribuant directement à l'allure et à la perfection du produit fini.  Vos missions : Repassage et mise en forme des articles - Utiliser le fer, la presse ou la centrale vapeur pour donner la forme finale aux vêtements. - Éliminer les faux plis, marques et défauts d'aspect après montage. - Mettre en valeur les volumes (cols, revers, manches, plis, poches, etc.) selon les standards du luxe.  Préparation avant repassage - Identifier le type de tissu (soie, laine, cuir fin, cachemire, etc.) et ad;14;37203;47.414094;0.754568;"35H/semaine
Travail en journée...";Temps plein;;1;;Intéressement / participation;CSE;;;;;Faire preuve de rigueur et de précision;2026-06-29T13:56:33.175Z;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210LDJK;;;;;;
France Travail;210ZVYN;Régleur (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210ZVYN;2026-07-09T16:53:02.916Z;;EMBALOIRE;;;;;;;;;;;;;;;;;;;;Joué-lès-Tours;;37300;;https://www.google.com/maps/search/?api=1&query=EMBALOIRE%20Jou%C3%A9-l%C3%A8s-Tours;https://www.google.com/search?q=EMBALOIRE%20Jou%C3%A9-l%C3%A8s-Tours%20dirigeant;Fabrication d'emballages en papier;Manœuvre;CDI;CDI;;Annuel de 27000.0 Euros à 35000.0 Euros sur 12 mois;;;;;Débutant accepté;;"Monter, démonter les pièces, outillages de machines (E); Procéder à des tests, expérimentations (S); Analyser un dysfonctionnement ou une non conformité (S); Appliquer les normes d'hygiène et de sécurité (S); Assurer la maintenance préventive de premier niveau des équipements (S); Démarrer ou arrêter une machine, une ligne (S); Préparer la zone de travail et les moyens nécessaires à l'activité (S); Réagir efficacement en cas d'incident technique (S); Réaliser des opérations de maintenance à caractère préventif, systématique ou conditionnel (S); Réaliser la mise au point des machines et outillages de production (S); Renseigner les supports qualité et de suivi de production (S); Respecter des procédures, modes opératoires et instructions (S); Respecter les normes qualité (S)";;;Embaloire est un acteur engagé dans la fabrication et la distribution d'emballages alimentaires de haute qualité, spécialement conçus pour répondre aux besoins des entreprises du secteur agroalimentaire.  Notre mission est de fournir des solutions d'emballage alliant durabilité, innovation, et respect des normes les plus strictes. Chez Embaloire, nous combinons la force industrielle d'un grand groupe mondial, et un savoir-faire local, implanté en Touraine.  En parallèle, notre proximité avec nos clients nous permet d'offrir une réactivité exceptionnelle, répondant à vos besoins dans les meilleurs délais. Embaloire : l'alliance d'un savoir-faire technologique européen et d'une proximité française.  Vos missions :  En tant que régleur, vous jouez un rôle clé dans la production. Sous la respo;17;37122;47.351465;0.662315;"36H33/semaine
Travail posté (2x8, 3x8, 5x8, etc.)...";Temps plein;;1;;Primes;Complémentaire santé;13ème mois;;;;Faire preuve de réactivité, Faire preuve de rigueur et de précision, Avoir l'esprit d'équipe;2026-07-10T08:52:03.492Z;;;;;;;;
France Travail;210KNNZ;Commercial terrain btob (H/F);https://candidat.francetravail.fr/offres/recherche/detail/210KNNZ;2026-06-26T17:09:54.254Z;;DALTA SA;;;;;;;;;;;;;;;;DALTA SA - Mme STEPHANIE MOREAU;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210KNNZ;;Tours;;37000;;https://www.google.com/maps/search/?api=1&query=DALTA%20SA%20Tours;https://www.google.com/search?q=DALTA%20SA%20Tours%20dirigeant;Fabrication de savons, détergents et produits d'entretien;Employé qualifié;CDI;CDI;;Mensuel de 2133.0 Euros sur 12 mois;;;;;2 An(s);;"Prospection commerciale (S); Techniques de prospection (phoning, visites) (S); Développer et fidéliser la relation client (S); Développer un portefeuille clients et prospects (S)";;;"La Société Dalta, entreprise française établie depuis près de 50 ans, est spécialisée dans la fabrication et la fourniture d'une vaste gamme de produits techniques pour l'entretien, la maintenance, le nettoyage, la désinfection et l'hygiène. Nous nous engageons à offrir des solutions ""sur mesure"" aux professionnels de tous secteurs et de toutes tailles.  Notre Mission : Nos équipes commerciales sont constamment à l'écoute de nos clients pour répondre à leurs besoins spécifiques. Grâce à notre force de vente répartie sur l'ensemble du territoire français, nous garantissons une relation de proximité, des conseils adaptés et un support technique dans l'utilisation de nos produits.  Nous recrutons actuellement en contrat CDI, Un(e) Commercial(e) terrain btob sur le secteur de TOURS et ses alen";20;37261;47.404397;0.710983;"35H/semaine
Travail en journée";Temps plein;;1;False;Intéressement / participation;Commissions;Primes et / ou commissions non plafonnées;;;;Faire preuve de persévérance, Organiser son travail selon les priorités et les objectifs, Faire preuve de rigueur et de précision;2026-07-17T22:50:34.487Z;;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/210KNNZ;;;;;;
France Travail;207TGBZ;Coordinateur d'atelier composite (H/F);https://candidat.francetravail.fr/offres/recherche/detail/207TGBZ;2026-05-04T09:24:16.075Z;;RESINIUM;;;;;;;;;;;;;;;;Agence France Travail TOURS RONSARD;;;;PARCAY MESLAY;;37210;;https://www.google.com/maps/search/?api=1&query=RESINIUM%20PARCAY%20MESLAY;https://www.google.com/search?q=RESINIUM%20PARCAY%20MESLAY%20dirigeant;Fabrication de pièces techniques à base de matières plastiques;Employé qualifié;CDI;CDI;;;;;;;1 An(s) - Domaine du composite;;"Règles de sécurité (S); Elaborer et planifier un programme de production, d'exploitation (S); Etablir des éléments d'une commande (S); Organiser et contrôler un approvisionnement (S); Connaissance du composite (E)";;;Dans le cadre de notre développement, nous recherchons un Coordinateur d'atelier composite capable d'intervenir à la fois en production et en encadrement d'équipe.  Vos missions :  Participer à la production (gel coat, stratification, finition, etc.) Organiser le travail au sein de l'atelier Encadrer et accompagner l'équipe au quotidien Garantir la qualité et le respect des délais Être force de proposition pour améliorer les méthodes et l'efficacité  Profil recherché :  Expérience significative dans le composite Bonne maîtrise des process de fabrication Leadership naturel et goût du terrain Capacité à structurer et faire progresser une équipe Autonomie, rigueur et sens des responsabilités  Ce que nous proposons :  Un poste clé avec de l'impact Une entreprise en développement Une équipe à t;22;37179;47.441552;0.745866;"35H/semaine
Travail en journée";Temps plein;;1;False;;;En fonction de l'expèrience;Domaine du composite;;B - Véhicule léger;Avoir l'esprit d'équipe, Faire preuve de leadership, Faire preuve de rigueur et de précision;2026-07-17T21:02:10.358Z;;106 RUE RONSARD;37000 Tours;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/207TGBZ;;;;
France Travail;4707533;Technicien opérateur d'usine F/H (H/F);https://candidat.francetravail.fr/offres/recherche/detail/4707533;2026-07-09T03:19:27.000Z;;Groupe VINCI;;;;Eurovia (VINCI) est l'un des principaux acteurs mondiaux de la construction, de l'entretien et de la maintenance des infrastructures de transport routier et ferroviaire. Eurovia propose un ensemble intégré d'expertises et de savoir-faire à travers quatre métiers : les travaux d'infrastructures de transport et d'aménagement urbain, l'exploitation de carrières, la production industrielle, la mainten;;;;;;;;;;;;;;;;Saint-Pierre-des-Corps;;37700;;https://www.google.com/maps/search/?api=1&query=Groupe%20VINCI%20Saint-Pierre-des-Corps;https://www.google.com/search?q=Groupe%20VINCI%20Saint-Pierre-des-Corps%20dirigeant;Fabrication de béton prêt à l'emploi;;CDI;CDI;;;;;;;1 An(s);;;;;Nous recherchons un(e) Technicien(ne) opérateur(trice) de production et de maintenance pour notre usine d'enrobés de «STME » située dans le 37 (St Pierre des Corps). Vous êtes responsable du fonctionnement de l'usine de production d'enrobés tout en prenant en compte la qualité, les délais, et en respectant les consignes de sécurité. Missions principales : en charge de la production d'enrobés en charge de la maintenance de l'installation industrielle Vos responsabilités : Vous pilotez le système automatisé : vous contribuez au paramétrage des données nécessaires à la production et mettez en oeuvre les consignes de pilotage déterminées par le chef d'usine Vous veillez au bon déroulement de la production : vous contrôlez la production en cours en qualité et en quantité Vous assurez la mainten;23;37233;46.227638;2.213749;;;;1;False;;;;;;;;2026-07-09T03:19:27.000Z;BROADBEAN https://www.aplitrak.com/?adid=RVVST1ZJQURlbGVnYXRpb25DZW50cmVPdWVzdC41MDA4NS42NzA2QGdyb3VwZXZpbmNpLmFwbGl0cmFrLmNvbQ;;;;;;;
France Travail;211BPCC;Assistant service client export (H/F);https://candidat.francetravail.fr/offres/recherche/detail/211BPCC;2026-07-10T11:52:25.827Z;;LOUIS TELLIER;;;;;;;;;;;;;;;;Agence France Travail JOUE LES TOURS;;;;JOUE LES TOURS;;37300;;https://www.google.com/maps/search/?api=1&query=LOUIS%20TELLIER%20JOUE%20LES%20TOURS;https://www.google.com/search?q=LOUIS%20TELLIER%20JOUE%20LES%20TOURS%20dirigeant;Mécanique industrielle;Employé qualifié;CDI;CDI;;;;;;;2 An(s) - Gestion et assistanat commercial;Bac+2 ou équivalents;"Etablir un devis (S); Effectuer le suivi des commandes, la facturation (S); Vérifier les conditions de réalisation d'une commande (S); Mettre en oeuvre des actions commerciales et promotionnelles (S); Gérer les ventes de la commande à la livraison, en s'assurant des délais convenus et de la conformité des conditions contractuelles aux procédures internes (S); Assurer le suivi des commandes et des livraisons (S); Répondre aux attentes d'un client (S); Gérer des réclamations et litiges (S)";;;Fabricant spécialisé dans les ustensiles de cuisine et de pâtisserie, recherche un(e)  assistant(e) Service Clients Export. Rattaché(e) à la Direction Service Clients, vous intégrez une équipe sur site de 4 personnes.    A ce titre vos missions sont :  Assistance Commerciale  - Conseiller et orienter le client sur les produits, l'offre commerciale, les prix et les délais - Etablir les devis - Promouvoir les opérations commerciales et les outils disponibles - Gérer les litiges et les réclamations simples des clients - Assister les commerciaux (analyse des ventes, rédaction et suivi des contrats, mise en place des politiques tarifaires, référencements produits, préparation des salons ou des conventions clients.) Gestion administrative  - Enregistrer et suivre les commandes - Gérer le back of;25;37122;47.351465;0.662315;"35H/semaine
Travail en journée";Temps plein;;1;False;Primes;Titres restaurant / Prime de panier;A négocier selon profil et expérience;Gestion et assistanat commercial;"Anglais; Espagnol";;Organiser son travail selon les priorités et les objectifs, Faire preuve de rigueur et de précision, Faire preuve d'autonomie;2026-07-16T10:11:40.428Z;;92 BOULEVARD JEAN JAURES;37300 Joué-lès-Tours;Pour postuler, utiliser le lien suivant : https://candidat.francetravail.fr/offres/recherche/detail/211BPCC;;;;
France Travail;209ZLFS;Fraiseur CN expérimenté H/F (H/F);https://candidat.francetravail.fr/offres/recherche/detail/209ZLFS;2026-06-19T08:52:18.742Z;;SCHRUB INDUSTRIE;;;;;;;;;;;;;;;;;;;;BALLAN MIRE;;37510;;https://www.google.com/maps/search/?api=1&query=SCHRUB%20INDUSTRIE%20BALLAN%20MIRE;https://www.google.com/search?q=SCHRUB%20INDUSTRIE%20BALLAN%20MIRE%20dirigeant;Mécanique industrielle;Ouvrier qualifié (P3,P4,OHQ);CDI;CDI;;Mensuel de 2300.0 Euros à 2600.0 Euros sur 12 mois;;;;;5 An(s);"Bac+2 ou équivalents; Bac ou équivalent";"Techniques d'usinage (S); Identifier les phases d'usinage et les cotes de réglages (tolérances, positions, états de surfaces, ...) de la pièce et des outils (E); Préparer la zone de travail et les moyens nécessaires à l'activité (S); Réaliser la mise au point, la modification d'un programme d'usinage ou réaliser un programme de base (conversion de plan, référentiel pièce, ...) (E); Surveiller les données de mesure du produit, identifier les anomalies (baisse de température, arrêt de la pompe, ...) et appliquer les mesures correctives (S); langage conversationnel (E); CN Mazatrol (E); CN Heidenhain (E)";;;Schrub Industrie, société créée en 1966, nous sommes spécialisés dans la fabrication (via du tournage, fraisage, décolletage) de pièces mécaniques.  Nous intervenons dans le secteur de l'industrie automobile et aussi en tant que sous-traitant dans les secteurs de l'aéronautique, de l'électrique du ferroviaire.  Nous sommes certifiés ISO 9001 depuis plusieurs années.  Notre équipe d'une quarantaine de professionnels est dotée d'un parc machines adapté à la réalisation de tous types de pièces mécaniques, de la pièce unitaire à la grande série, suivant les plans et modèles de nos clients.  SCHRUB INDUSTRIE c'est avant tout une Société avec de fortes Valeurs Humaines !   Description du poste  SCHRUB INDUSTRIE recherche son futur Fraiseur F/H.  Sous la responsabilité de notre Responsable d'Atel;25;37018;47.341588;0.613273;"35H/semaine
Travail en horaires décalés";Temps plein;;1;;Primes;Titres restaurant / Prime de panier;;;;;Faire preuve de rigueur et de précision, Faire preuve d'autonomie, Faire preuve de réactivité;2026-07-19T21:01:58.781Z;;;;;;;;
France Travail;3916834;Tourneur CN régleur expérimenté H/F;https://candidat.francetravail.fr/offres/recherche/detail/3916834;2026-06-17T20:29:03.000Z;;SCHRUB INDUSTRIE SAS;;;;SCHRUB INDUSTRIE, créée en 1966, est une entreprise en pleine croissance, spécialisée dans le secteur de la mécanique de précision. Nous produisons (via du tournage, fraisage, décolletage) des pièces à l’attention de l'industrie automobile et aussi des secteurs de l'aéronautique, de l'électrique et du ferroviaire. Implantée proche de Tours, notre société se distingue par;;;;;;;;;;;;;;;;Saint-Genouph;;37510;;https://www.google.com/maps/search/?api=1&query=SCHRUB%20INDUSTRIE%20SAS%20Saint-Genouph;https://www.google.com/search?q=SCHRUB%20INDUSTRIE%20SAS%20Saint-Genouph%20dirigeant;Mécanique industrielle;;CDI;CDI;;Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois;;;;;3 An(s);;;;;SCHRUB INDUSTRIE recherche son futur Tourneur CN régleur expérimenté(e) H/F. Sous la responsabilité de notre Responsable d'Atelier, vous assurez en équipe le réglage et la mise au point de tours à commandes numériques bi-broche bi-tourelle (marques Nakamura, Mazak), afin de permettre l’usinage des pièces mécaniques de précision, principalement à l’attention de nos clients de l’aéronautique, dans le respect de nos conditions de qualité, délai et sécurité. Vos missions principales seront : - Sélectionner, modifier si besoin sur pupitre les programmes d’usinage (langages conversationnel et ISO), - Régler, charger et décharger les tours à commandes numériques équipés d’embarreurs, - Traiter les ordres de fabrication et garantir le bon démarrage des séries, - Contrôler les pièces usinées afin d;25;37219;47.37823;0.599308;"
Travail en journée";;;1;;;;;;;;;2026-06-24T01:01:58.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/801556?utm_source=NQ==;;;;;;;
France Travail;3759187;Fraiseur CN expérimenté H/F;https://candidat.francetravail.fr/offres/recherche/detail/3759187;2026-06-15T01:02:01.000Z;;SCHRUB INDUSTRIE SAS;;;;SCHRUB INDUSTRIE, créée en 1966, est une entreprise en pleine croissance, spécialisée dans le secteur de la mécanique de précision. Nous produisons (via du tournage, fraisage, décolletage) des pièces à l’attention de l'industrie automobile et aussi des secteurs de l'aéronautique, de l'électrique et du ferroviaire. Implantée proche de Tours, notre société se distingue par;;;;;;;;;;;;;;;;Saint-Genouph;;37510;;https://www.google.com/maps/search/?api=1&query=SCHRUB%20INDUSTRIE%20SAS%20Saint-Genouph;https://www.google.com/search?q=SCHRUB%20INDUSTRIE%20SAS%20Saint-Genouph%20dirigeant;Mécanique industrielle;;CDI;CDI;;Annuel de 25000.0 Euros à 30000.0 Euros sur 12.0 mois;;;;;1 An(s);;;;;En tant que fraiseur CN expérimenté(e), vous serez responsable de la réalisation de pièces mécaniques sur des centres d’usinage à commande numérique de 3 à 5 axes (marques DMG Mori et Mazak). Vos missions incluront, via l’interprétation de plans techniques, la programmation, le réglage et le suivi des opérations de fraisage de vos machines-outils. Vous serez également amené(e) à choisir les outils et les paramètres de coupe adaptés, à assurer le contrôle qualité des pièces produites et à compléter les documents de suivi. Votre expertise contribuera à optimiser les processus de production et à garantir la conformité des pièces. Vous travaillerez en collaboration avec les autres membres de l'équipe, partageant vos connaissances et votre expérience pour maintenir un haut niveau de performance;25;37219;47.37823;0.599308;"
Travail en journée";;;1;;;;;;;;;2026-06-20T01:02:05.000Z;LINDUSTRIE RECRUTE https://www.lindustrie-recrute.fr/candidat/offre/813727?utm_source=NQ==;;;;;;;
